Flight_Number,Departure,Arrival,Departure_Time,Arrival_Time,Airline_Name,Plane_Type,Status
1448,LHE,BHV,2020-12-29 17:19:49,2020-12-30 04:53:47,Air Canada,Air-Bus,On-time
1450,LHE,MUX,2020-12-22 13:17:56,2020-12-22 18:28:48,Emirates,Air-Bus,On-time
1451,UET,BHV,2021-01-13 20:10:32,2021-01-14 16:29:04,Fly Dubai,Air-Bus,On-time
1454,LHE,ISB,2020-11-30 04:42:41,2020-12-01 04:16:33,Fly Dubai,Air-Bus,On-time
1458,ISB,LHE,2021-01-13 23:37:23,2021-01-14 22:20:10,Air Blue,Air-Bus,On-time
146,GIL,LHE,2020-12-23 23:29:52,2020-12-24 21:15:19,Air China,Air-Bus,On-time
1460,MUX,UET,2021-01-06 22:58:55,2021-01-07 06:19:23,United Airlines,Air-Bus,On-time
1461,GRT,GRT,2020-12-29 21:46:10,2020-12-30 12:55:14,Pia,Air-Bus,On-time
1462,GRT,GWD,2020-12-14 09:44:03,2020-12-15 06:20:10,Air Canada,Air-Bus,On-time
1464,GIL,ISB,2020-12-30 12:06:23,2020-12-31 10:03:10,Serene Airways,Air-Bus,On-time
1465,GRT,GRT,2021-01-04 18:29:08,2021-01-05 04:05:59,Virgin Austrailia,Air-Bus,On-time
1467,GIL,KHI,2021-01-15 03:55:24,2021-01-15 07:54:39,Air Canada,Air-Bus,On-time
1470,GRT,BHV,2021-01-20 04:32:06,2021-01-20 19:02:27,Pia,Air-Bus,On-time
1471,LHE,GIL,2020-12-01 05:31:03,2020-12-01 09:45:26,Air France,Air-Bus,On-time
1479,GIL,GWD,2020-12-19 22:31:53,2020-12-20 09:45:19,EVA Air,Air-Bus,On-time
148,MUX,PEW,2020-12-03 20:22:28,2020-12-03 22:44:33,United Airlines,Air-Bus,On-time
1480,PEW,GIL,2021-01-25 09:07:03,2021-01-25 22:09:58,Air Blue,Air-Bus,On-time
1481,GWD,GRT,2020-12-17 14:43:28,2020-12-17 19:05:28,EVA Air,Air-Bus,On-time
1484,PEW,ISB,2021-01-05 07:09:59,2021-01-05 14:51:17,Serene Airways,Air-Bus,On-time
1486,KHI,GWD,2021-01-07 13:08:44,2021-01-08 00:29:55,Air Blue,Air-Bus,On-time
149,PEW,GWD,2020-12-03 17:57:41,2020-12-04 10:21:19,Air Canada,Air-Bus,On-time
1491,GRT,ISB,2020-12-10 12:48:43,2020-12-11 05:34:55,Emirates,Air-Bus,On-time
1492,GWD,GRT,2020-12-18 12:28:50,2020-12-19 06:45:20,Serene Airways,Air-Bus,On-time
1494,KHI,UET,2021-01-02 03:35:42,2021-01-02 23:46:36,Virgin Austrailia,Air-Bus,On-time
1495,ISB,PEW,2020-12-26 10:01:08,2020-12-26 18:40:30,Air Canada,Air-Bus,On-time
1498,ISB,GWD,2020-12-21 07:10:35,2020-12-21 16:44:58,British Airways,Air-Bus,On-time
1500,MUX,MUX,2021-01-20 17:41:39,2021-01-21 08:31:35,Singapore Airlines,Air-Bus,On-time
1501,MUX,LHE,2021-01-27 04:00:09,2021-01-27 16:13:27,Air China,Air-Bus,On-time
1503,BHV,BHV,2020-12-30 00:08:56,2020-12-30 13:20:11,Air Canada,Air-Bus,On-time
1505,LHE,ISB,2020-12-24 14:27:19,2020-12-24 20:56:49,IndiGo,Air-Bus,On-time
1506,BHV,PEW,2020-12-11 06:18:28,2020-12-11 16:41:28,Virgin Austrailia,Air-Bus,On-time
1509,UET,GRT,2021-01-16 06:01:18,2021-01-16 20:38:37,Serene Airways,Air-Bus,On-time
1510,PEW,UET,2020-12-13 17:24:10,2020-12-13 23:12:19,Turkish Airlines,Air-Bus,On-time
1511,UET,ISB,2020-12-23 01:04:47,2020-12-23 23:21:37,American Airlines,Air-Bus,On-time
1514,GIL,BHV,2020-12-07 05:50:22,2020-12-07 21:27:44,United Airlines,Air-Bus,On-time
1518,UET,GIL,2020-12-15 02:52:41,2020-12-15 09:53:51,EVA Air,Air-Bus,On-time
1521,LHE,GWD,2021-01-15 21:36:16,2021-01-16 19:07:28,Virgin Austrailia,Air-Bus,On-time
1522,MUX,GIL,2021-01-24 12:27:14,2021-01-25 08:57:23,Air Blue,Air-Bus,On-time
1523,GRT,KHI,2021-01-02 04:37:47,2021-01-02 23:31:23,American Airlines,Air-Bus,On-time
1525,KHI,BHV,2020-12-01 22:40:57,2020-12-02 15:14:43,Thai Airways,Air-Bus,On-time
1527,KHI,ISB,2020-12-02 16:18:29,2020-12-03 13:42:47,Pia,Air-Bus,On-time
1528,ISB,ISB,2020-12-28 11:27:01,2020-12-28 21:08:50,Air China,Air-Bus,On-time
1529,UET,GIL,2021-01-22 21:37:55,2021-01-23 12:16:23,Etihad Airways,Air-Bus,On-time
1530,KHI,KHI,2021-01-03 13:17:41,2021-01-03 16:51:19,Thai Airways,Air-Bus,On-time
1531,KHI,GWD,2020-12-06 13:47:34,2020-12-06 18:02:26,Air China,Air-Bus,On-time
1532,GIL,GIL,2020-12-09 06:35:56,2020-12-09 17:13:51,American Airlines,Air-Bus,On-time
1533,UET,KHI,2021-01-03 09:25:47,2021-01-04 02:25:26,IndiGo,Air-Bus,On-time
1537,UET,UET,2021-01-10 23:52:38,2021-01-11 12:06:17,Air France,Air-Bus,On-time
1538,GIL,MUX,2021-01-26 09:11:38,2021-01-27 08:35:09,American Airlines,Air-Bus,On-time
1539,BHV,UET,2021-01-23 12:01:13,2021-01-24 01:36:26,Fly Dubai,Air-Bus,On-time
1541,LHE,PEW,2021-01-21 13:56:49,2021-01-22 05:23:09,Air Canada,Air-Bus,On-time
1544,GRT,MUX,2020-12-14 03:06:55,2020-12-14 09:05:33,Air France,Air-Bus,On-time
1546,ISB,ISB,2021-01-21 00:36:32,2021-01-22 00:01:17,Virgin Austrailia,Air-Bus,On-time
1547,GRT,MUX,2021-01-06 02:07:28,2021-01-06 05:53:33,Serene Airways,Air-Bus,On-time
1548,LHE,KHI,2020-12-06 19:33:46,2020-12-07 15:10:06,Virgin Austrailia,Air-Bus,On-time
1549,GIL,GWD,2020-12-02 05:06:35,2020-12-02 11:24:47,Air China,Air-Bus,On-time
1550,GRT,ISB,2020-12-04 19:30:39,2020-12-05 11:57:31,Etihad Airways,Air-Bus,On-time
1551,PEW,MUX,2020-12-28 13:13:38,2020-12-28 22:49:40,Air Blue,Air-Bus,On-time
1554,GWD,LHE,2021-01-24 17:19:12,2021-01-25 01:57:16,American Airlines,Air-Bus,On-time
1555,LHE,MUX,2021-01-27 02:12:34,2021-01-27 22:15:23,Air Canada,Air-Bus,On-time
1558,GRT,MUX,2021-01-23 14:15:11,2021-01-24 06:40:04,Pia,Air-Bus,On-time
156,ISB,BHV,2021-01-12 06:36:19,2021-01-13 01:57:27,Singapore Airlines,Air-Bus,On-time
1560,LHE,GWD,2020-12-07 07:20:08,2020-12-07 16:38:29,Pia,Air-Bus,On-time
1563,GIL,GRT,2021-01-07 09:12:13,2021-01-07 19:05:47,Gulf Air,Air-Bus,On-time
1564,UET,UET,2020-12-21 12:02:19,2020-12-21 17:18:03,Air Canada,Air-Bus,On-time
1569,KHI,GRT,2020-12-29 02:13:57,2020-12-29 11:26:12,Virgin Austrailia,Air-Bus,On-time
157,GIL,LHE,2021-01-18 07:13:38,2021-01-18 22:51:25,Etihad Airways,Air-Bus,On-time
1570,BHV,PEW,2021-01-18 14:41:40,2021-01-19 07:21:00,Emirates,Air-Bus,On-time
1572,BHV,KHI,2020-12-28 00:02:05,2020-12-28 13:20:00,Fly Dubai,Air-Bus,On-time
1574,GRT,GRT,2020-12-09 11:00:14,2020-12-10 06:49:06,Thai Airways,Air-Bus,On-time
1576,MUX,BHV,2021-01-16 02:17:40,2021-01-17 01:08:25,Gulf Air,Air-Bus,On-time
1577,GRT,GWD,2021-01-16 12:25:48,2021-01-17 08:18:04,United Airlines,Air-Bus,On-time
158,GWD,KHI,2021-01-05 21:16:38,2021-01-06 08:45:53,American Airlines,Air-Bus,On-time
1582,KHI,UET,2020-12-02 11:29:39,2020-12-02 17:29:21,Air France,Air-Bus,On-time
1583,LHE,ISB,2021-01-11 18:07:51,2021-01-12 11:00:21,American Airlines,Air-Bus,On-time
1584,BHV,LHE,2020-12-19 19:59:02,2020-12-20 12:27:08,Turkish Airlines,Air-Bus,On-time
1585,GRT,BHV,2021-01-24 02:36:38,2021-01-24 23:36:26,Singapore Airlines,Air-Bus,On-time
1587,PEW,BHV,2021-01-29 18:38:26,2021-01-30 12:43:42,Air France,Air-Bus,On-time
159,ISB,UET,2021-01-19 15:05:32,2021-01-20 10:44:48,Gulf Air,Air-Bus,On-time
1590,GWD,GRT,2020-12-14 04:26:24,2020-12-14 11:11:05,Air Canada,Air-Bus,On-time
1591,GIL,GRT,2021-01-13 10:19:58,2021-01-14 07:18:55,Etihad Airways,Air-Bus,On-time
1593,BHV,ISB,2021-01-27 18:11:38,2021-01-28 03:38:06,Virgin Austrailia,Air-Bus,On-time
1599,GIL,GIL,2020-12-04 23:26:31,2020-12-05 22:55:29,Thai Airways,Air-Bus,On-time
160,LHE,LHE,2020-12-26 18:20:39,2020-12-27 09:33:32,Gulf Air,Air-Bus,On-time
1602,PEW,KHI,2021-01-04 21:21:53,2021-01-05 12:52:13,Thai Airways,Air-Bus,On-time
1604,GIL,BHV,2020-12-19 05:53:40,2020-12-19 12:52:37,Air China,Air-Bus,On-time
1608,MUX,LHE,2021-01-26 11:24:09,2021-01-27 07:19:26,United Airlines,Air-Bus,On-time
1616,KHI,BHV,2020-12-24 20:51:45,2020-12-25 12:06:02,Thai Airways,Air-Bus,On-time
1621,UET,GWD,2020-11-30 15:01:29,2020-12-01 06:12:18,Virgin Austrailia,Air-Bus,On-time
1622,GIL,KHI,2020-12-09 12:30:31,2020-12-10 09:55:39,Turkish Airlines,Air-Bus,On-time
1626,MUX,GIL,2021-01-30 17:37:46,2021-01-30 22:08:31,Fly Dubai,Air-Bus,On-time
1628,KHI,GRT,2020-12-12 13:37:44,2020-12-13 06:29:44,Gulf Air,Air-Bus,On-time
163,BHV,PEW,2020-12-18 07:14:22,2020-12-19 01:35:42,Pia,Air-Bus,On-time
1630,PEW,BHV,2021-01-03 07:19:01,2021-01-03 17:34:16,Gulf Air,Air-Bus,On-time
1631,ISB,ISB,2021-01-04 09:13:16,2021-01-05 03:40:45,Air China,Air-Bus,On-time
1633,UET,GWD,2020-12-05 09:06:09,2020-12-05 12:00:32,Turkish Airlines,Air-Bus,On-time
1636,MUX,UET,2020-12-01 08:33:34,2020-12-02 05:45:39,Fly Dubai,Air-Bus,On-time
1643,KHI,KHI,2021-01-06 00:41:44,2021-01-06 22:47:36,Turkish Airlines,Air-Bus,On-time
1644,GWD,LHE,2021-01-22 08:24:54,2021-01-23 00:56:39,Thai Airways,Air-Bus,On-time
1645,ISB,LHE,2021-01-18 05:36:02,2021-01-18 21:48:39,British Airways,Air-Bus,On-time
1646,KHI,ISB,2020-12-02 08:21:13,2020-12-02 17:45:13,Turkish Airlines,Air-Bus,On-time
1647,UET,MUX,2021-01-27 12:18:12,2021-01-27 14:22:25,Gulf Air,Air-Bus,On-time
1649,BHV,LHE,2021-01-12 14:26:51,2021-01-13 09:35:56,Air Canada,Air-Bus,On-time
1650,UET,GRT,2021-01-08 22:38:55,2021-01-09 03:23:26,Singapore Airlines,Air-Bus,On-time
1651,LHE,GIL,2021-01-18 07:26:54,2021-01-18 18:30:57,Turkish Airlines,Air-Bus,On-time
1653,GWD,UET,2021-01-25 16:42:05,2021-01-25 21:33:35,Air Canada,Air-Bus,On-time
1654,MUX,UET,2021-01-14 01:06:52,2021-01-14 22:39:34,Turkish Airlines,Air-Bus,On-time
1655,UET,KHI,2020-12-30 10:07:17,2020-12-31 06:17:04,Serene Airways,Air-Bus,On-time
1657,KHI,MUX,2021-01-28 18:09:32,2021-01-28 21:57:30,Virgin Austrailia,Air-Bus,On-time
1658,GIL,UET,2020-12-17 16:37:33,2020-12-18 03:34:11,Qatar Airways,Air-Bus,On-time
166,ISB,UET,2020-12-01 03:40:59,2020-12-02 00:31:11,American Airlines,Air-Bus,On-time
1661,GRT,UET,2020-12-10 03:38:09,2020-12-10 12:38:31,British Airways,Air-Bus,On-time
1662,KHI,BHV,2021-01-08 16:00:40,2021-01-09 15:38:23,Air France,Air-Bus,On-time
1663,UET,GWD,2021-01-05 11:45:27,2021-01-06 10:05:03,Emirates,Air-Bus,On-time
1665,MUX,PEW,2020-12-09 11:56:00,2020-12-10 04:33:51,Turkish Airlines,Air-Bus,On-time
1667,UET,GIL,2020-12-30 19:45:45,2020-12-31 13:53:18,Qatar Airways,Air-Bus,On-time
1668,ISB,BHV,2021-01-24 06:00:56,2021-01-24 12:45:51,Air Blue,Air-Bus,On-time
1669,ISB,GRT,2021-01-20 14:08:04,2021-01-21 02:12:41,Fly Dubai,Air-Bus,On-time
1670,MUX,PEW,2020-12-05 18:40:57,2020-12-06 06:27:47,British Airways,Air-Bus,On-time
1671,KHI,ISB,2020-12-03 07:12:52,2020-12-04 04:41:58,Air France,Air-Bus,On-time
1679,PEW,UET,2021-01-20 01:58:44,2021-01-20 15:19:22,Turkish Airlines,Air-Bus,On-time
168,UET,BHV,2020-12-19 05:32:33,2020-12-19 21:55:05,IndiGo,Air-Bus,On-time
1680,KHI,UET,2020-12-16 17:45:56,2020-12-17 17:22:05,Air China,Air-Bus,On-time
1681,MUX,GRT,2020-12-27 09:02:51,2020-12-28 04:41:22,Serene Airways,Air-Bus,On-time
1683,KHI,KHI,2021-01-29 20:53:41,2021-01-30 09:49:26,EVA Air,Air-Bus,On-time
1685,BHV,MUX,2020-12-25 12:48:16,2020-12-26 05:01:20,Fly Dubai,Air-Bus,On-time
1687,GWD,UET,2020-12-13 06:54:32,2020-12-13 09:59:31,American Airlines,Air-Bus,On-time
1689,GWD,GIL,2021-01-25 10:14:25,2021-01-26 04:53:43,Air Canada,Air-Bus,On-time
1691,GIL,PEW,2020-12-04 08:13:27,2020-12-04 11:55:37,IndiGo,Air-Bus,On-time
1692,GIL,BHV,2021-01-02 23:25:14,2021-01-03 16:50:01,Air Canada,Air-Bus,On-time
1694,MUX,LHE,2020-12-27 22:32:30,2020-12-28 02:52:57,Singapore Airlines,Air-Bus,On-time
1699,MUX,KHI,2021-01-27 21:56:12,2021-01-28 05:42:35,American Airlines,Air-Bus,On-time
170,GRT,PEW,2020-12-30 03:34:30,2020-12-31 01:12:20,Etihad Airways,Air-Bus,On-time
1701,UET,KHI,2021-01-18 09:33:10,2021-01-19 02:01:11,Air Blue,Air-Bus,On-time
1702,GIL,ISB,2021-01-24 21:36:29,2021-01-25 14:02:12,Fly Dubai,Air-Bus,On-time
1705,MUX,GRT,2020-12-17 03:17:04,2020-12-17 13:42:51,Turkish Airlines,Air-Bus,On-time
1709,KHI,PEW,2021-01-05 19:50:43,2021-01-06 18:50:13,Singapore Airlines,Air-Bus,On-time
171,GIL,LHE,2020-12-11 04:22:54,2020-12-11 23:52:02,EVA Air,Air-Bus,On-time
1711,KHI,GIL,2021-01-26 20:58:25,2021-01-27 06:20:05,Air China,Air-Bus,On-time
1712,GIL,MUX,2020-12-27 18:33:01,2020-12-27 23:33:51,American Airlines,Air-Bus,On-time
1713,GIL,LHE,2020-12-09 20:03:03,2020-12-10 18:11:04,United Airlines,Air-Bus,On-time
1716,LHE,UET,2021-01-09 02:51:32,2021-01-10 00:16:02,Etihad Airways,Air-Bus,On-time
1717,LHE,MUX,2020-12-07 20:38:09,2020-12-08 07:25:44,Thai Airways,Air-Bus,On-time
1718,UET,UET,2020-12-16 16:18:23,2020-12-17 05:43:32,British Airways,Air-Bus,On-time
1720,PEW,ISB,2021-01-24 17:02:20,2021-01-24 21:30:49,Gulf Air,Air-Bus,On-time
1721,KHI,LHE,2021-01-01 15:45:15,2021-01-02 01:24:01,American Airlines,Air-Bus,On-time
1725,ISB,GWD,2021-01-14 14:55:12,2021-01-14 17:50:19,Etihad Airways,Air-Bus,On-time
1726,GIL,KHI,2021-01-13 11:31:41,2021-01-14 04:49:29,Turkish Airlines,Air-Bus,On-time
1729,UET,GRT,2021-01-29 22:43:47,2021-01-30 14:04:38,Thai Airways,Air-Bus,On-time
173,MUX,LHE,2020-12-19 10:48:27,2020-12-20 09:26:59,Fly Dubai,Air-Bus,On-time
1731,GRT,LHE,2020-12-10 23:37:25,2020-12-11 20:10:03,Air France,Air-Bus,On-time
1732,MUX,GIL,2020-12-04 13:08:49,2020-12-04 23:40:03,Etihad Airways,Air-Bus,On-time
1735,LHE,GRT,2020-12-03 01:03:56,2020-12-03 08:21:54,Singapore Airlines,Air-Bus,On-time
1736,BHV,UET,2020-12-08 06:23:37,2020-12-08 23:49:56,Thai Airways,Air-Bus,On-time
1737,GIL,GIL,2021-01-30 02:34:14,2021-01-30 22:06:07,Virgin Austrailia,Air-Bus,On-time
1739,ISB,LHE,2020-12-28 07:46:29,2020-12-28 13:49:29,Serene Airways,Air-Bus,On-time
1744,GWD,LHE,2020-12-18 04:28:25,2020-12-19 03:08:59,Air Blue,Air-Bus,On-time
1746,KHI,KHI,2021-01-12 14:51:23,2021-01-13 10:44:46,Virgin Austrailia,Air-Bus,On-time
1747,LHE,ISB,2021-01-26 00:06:48,2021-01-26 18:47:21,Singapore Airlines,Air-Bus,On-time
1748,MUX,PEW,2020-12-23 05:48:07,2020-12-23 16:11:09,Air China,Air-Bus,On-time
1749,ISB,GRT,2021-01-03 21:54:12,2021-01-04 10:39:13,Air Canada,Air-Bus,On-time
175,LHE,GIL,2021-01-20 06:42:55,2021-01-20 16:43:52,Air Blue,Air-Bus,On-time
1750,GRT,MUX,2021-01-28 07:58:38,2021-01-29 02:42:21,Air Canada,Air-Bus,On-time
1751,ISB,ISB,2020-12-07 04:19:28,2020-12-07 08:52:04,Air France,Air-Bus,On-time
1753,LHE,GWD,2021-01-19 22:11:52,2021-01-20 10:11:19,Air Blue,Air-Bus,On-time
1755,GRT,GIL,2020-12-06 16:46:40,2020-12-07 13:35:02,Emirates,Air-Bus,On-time
1756,PEW,LHE,2021-01-01 18:57:26,2021-01-02 13:18:07,Air Canada,Air-Bus,On-time
1758,MUX,KHI,2021-01-03 05:13:59,2021-01-03 13:52:55,Air France,Air-Bus,On-time
1760,KHI,GRT,2020-12-07 04:37:30,2020-12-07 21:38:31,Emirates,Air-Bus,On-time
1762,PEW,BHV,2021-01-23 21:39:54,2021-01-24 12:02:27,Turkish Airlines,Air-Bus,On-time
1765,ISB,BHV,2021-01-12 21:52:36,2021-01-13 19:50:11,IndiGo,Air-Bus,On-time
1766,GIL,PEW,2021-01-28 06:38:49,2021-01-28 12:06:23,Emirates,Air-Bus,On-time
1768,PEW,UET,2021-01-17 22:30:32,2021-01-18 11:36:26,British Airways,Air-Bus,On-time
1772,GIL,GIL,2020-12-08 14:33:37,2020-12-09 13:51:21,Fly Dubai,Air-Bus,On-time
1773,KHI,GIL,2020-12-25 00:21:26,2020-12-25 07:47:49,IndiGo,Air-Bus,On-time
1776,PEW,UET,2021-01-22 04:20:45,2021-01-22 21:53:24,Gulf Air,Air-Bus,On-time
1777,UET,PEW,2021-01-08 04:46:03,2021-01-08 12:45:09,American Airlines,Air-Bus,On-time
1778,UET,GIL,2021-01-20 05:15:30,2021-01-20 09:07:11,Gulf Air,Air-Bus,On-time
1782,KHI,BHV,2020-12-02 21:25:51,2020-12-03 19:22:33,Qatar Airways,Air-Bus,On-time
1785,UET,KHI,2021-01-08 02:58:08,2021-01-09 02:29:20,Pia,Air-Bus,On-time
1786,KHI,GRT,2020-12-16 05:58:41,2020-12-16 16:21:11,IndiGo,Air-Bus,On-time
1787,GRT,GRT,2020-12-11 20:29:55,2020-12-12 13:54:33,Thai Airways,Air-Bus,On-time
179,ISB,PEW,2020-12-12 21:56:06,2020-12-13 08:32:33,IndiGo,Air-Bus,On-time
1793,PEW,LHE,2020-12-29 17:48:27,2020-12-29 20:55:41,Air Canada,Air-Bus,On-time
1795,PEW,KHI,2021-01-26 14:30:03,2021-01-27 03:22:04,United Airlines,Air-Bus,On-time
1797,PEW,MUX,2021-01-09 20:38:55,2021-01-10 15:43:50,Singapore Airlines,Air-Bus,On-time
1798,GRT,LHE,2021-01-09 21:46:02,2021-01-10 16:18:59,Singapore Airlines,Air-Bus,On-time
18,KHI,LHE,2021-01-17 17:02:46,2021-01-18 05:36:26,Serene Airways,Air-Bus,On-time
180,MUX,BHV,2021-01-16 22:37:31,2021-01-17 16:01:59,Air France,Air-Bus,On-time
1800,BHV,KHI,2020-12-05 02:55:11,2020-12-05 11:49:25,Air China,Air-Bus,On-time
1801,KHI,KHI,2021-01-23 15:44:45,2021-01-24 08:07:04,Air Canada,Air-Bus,On-time
1802,KHI,GIL,2021-01-23 17:13:02,2021-01-24 13:02:37,Pia,Air-Bus,On-time
1804,PEW,LHE,2020-12-22 09:11:58,2020-12-23 06:49:48,Emirates,Air-Bus,On-time
1805,ISB,UET,2021-01-16 01:36:50,2021-01-16 08:55:49,Qatar Airways,Air-Bus,On-time
1807,GRT,UET,2020-12-16 03:42:20,2020-12-16 09:30:53,Etihad Airways,Air-Bus,On-time
1809,GRT,GIL,2021-01-06 20:30:06,2021-01-07 05:21:21,Virgin Austrailia,Air-Bus,On-time
1817,GRT,UET,2021-01-11 21:36:59,2021-01-12 11:35:04,Serene Airways,Air-Bus,On-time
1819,UET,UET,2021-01-19 13:18:11,2021-01-19 20:22:29,Air China,Air-Bus,On-time
182,LHE,GRT,2021-01-28 09:27:48,2021-01-28 11:28:14,Air France,Air-Bus,On-time
1821,UET,MUX,2021-01-15 10:16:15,2021-01-16 08:59:34,Air China,Air-Bus,On-time
1822,GIL,GIL,2021-01-04 18:05:08,2021-01-05 10:52:42,American Airlines,Air-Bus,On-time
1824,GRT,GWD,2021-01-03 20:52:53,2021-01-04 20:31:55,IndiGo,Air-Bus,On-time
1825,PEW,ISB,2020-12-23 18:20:52,2020-12-24 12:19:36,Air China,Air-Bus,On-time
1828,GIL,ISB,2020-12-21 04:46:31,2020-12-21 14:06:31,United Airlines,Air-Bus,On-time
1831,GRT,UET,2021-01-03 05:05:04,2021-01-03 21:07:35,United Airlines,Air-Bus,On-time
1837,MUX,GRT,2021-01-27 18:16:17,2021-01-27 23:00:42,American Airlines,Air-Bus,On-time
184,GWD,BHV,2020-12-24 19:05:39,2020-12-25 17:31:05,Gulf Air,Air-Bus,On-time
1840,KHI,GIL,2020-12-11 19:26:45,2020-12-12 06:35:11,Qatar Airways,Air-Bus,On-time
1841,PEW,PEW,2021-01-11 13:33:25,2021-01-12 12:59:46,Emirates,Air-Bus,On-time
1843,PEW,GRT,2021-01-22 13:14:34,2021-01-22 21:16:40,American Airlines,Air-Bus,On-time
1846,ISB,ISB,2020-12-21 14:12:32,2020-12-22 05:08:09,Singapore Airlines,Air-Bus,On-time
1848,BHV,GRT,2020-12-22 17:02:10,2020-12-23 15:02:00,Gulf Air,Air-Bus,On-time
1849,KHI,GRT,2020-12-15 02:01:47,2020-12-15 17:33:47,Emirates,Air-Bus,On-time
185,ISB,BHV,2020-12-31 23:14:20,2021-01-01 09:12:32,Pia,Air-Bus,On-time
1853,KHI,PEW,2020-12-15 09:29:12,2020-12-16 04:07:19,Pia,Air-Bus,On-time
1854,ISB,MUX,2020-12-08 14:05:39,2020-12-09 03:29:40,Air Blue,Air-Bus,On-time
1855,ISB,BHV,2021-01-06 06:45:34,2021-01-06 18:35:02,United Airlines,Air-Bus,On-time
1856,GRT,ISB,2021-01-29 13:18:13,2021-01-29 21:10:05,Etihad Airways,Air-Bus,On-time
186,GIL,LHE,2020-12-06 03:05:03,2020-12-06 10:48:53,American Airlines,Air-Bus,On-time
1860,KHI,GRT,2020-12-02 09:18:00,2020-12-03 08:33:12,Virgin Austrailia,Air-Bus,On-time
1861,MUX,PEW,2021-01-09 17:26:45,2021-01-10 05:30:55,Qatar Airways,Air-Bus,On-time
1862,UET,GIL,2020-12-13 11:00:33,2020-12-14 09:39:17,United Airlines,Air-Bus,On-time
1863,ISB,ISB,2021-01-11 10:38:34,2021-01-11 13:45:46,British Airways,Air-Bus,On-time
1865,GWD,LHE,2021-01-17 05:10:26,2021-01-17 13:18:56,Pia,Air-Bus,On-time
1867,BHV,ISB,2020-12-07 03:34:46,2020-12-07 09:55:58,Turkish Airlines,Air-Bus,On-time
187,MUX,KHI,2021-01-06 02:37:33,2021-01-06 13:55:51,Fly Dubai,Air-Bus,On-time
1873,UET,LHE,2020-12-11 17:31:54,2020-12-12 02:07:35,Turkish Airlines,Air-Bus,On-time
1874,GWD,ISB,2021-01-20 18:48:32,2021-01-21 12:49:11,Air France,Air-Bus,On-time
1875,ISB,GIL,2021-01-24 17:24:40,2021-01-25 12:15:19,Serene Airways,Air-Bus,On-time
1876,MUX,ISB,2021-01-05 15:30:02,2021-01-06 03:47:22,American Airlines,Air-Bus,On-time
1878,UET,GIL,2021-01-18 20:49:11,2021-01-19 05:29:53,Air France,Air-Bus,On-time
188,UET,ISB,2020-12-03 21:07:09,2020-12-04 10:42:00,Air Canada,Air-Bus,On-time
1881,PEW,PEW,2020-12-09 08:57:50,2020-12-10 07:03:32,Pia,Air-Bus,On-time
1882,GWD,UET,2020-12-05 10:03:28,2020-12-06 02:06:06,British Airways,Air-Bus,On-time
1884,PEW,GIL,2021-01-05 07:10:07,2021-01-06 03:07:35,Emirates,Air-Bus,On-time
1887,PEW,PEW,2021-01-23 23:43:57,2021-01-24 05:39:45,Pia,Air-Bus,On-time
1888,GIL,LHE,2020-12-31 03:14:46,2020-12-31 09:56:29,Fly Dubai,Air-Bus,On-time
1891,ISB,BHV,2020-12-04 12:30:54,2020-12-05 08:01:03,Fly Dubai,Air-Bus,On-time
1893,GIL,KHI,2020-12-25 12:24:05,2020-12-26 00:25:55,Thai Airways,Air-Bus,On-time
1895,PEW,LHE,2020-12-06 07:30:48,2020-12-06 16:17:13,Qatar Airways,Air-Bus,On-time
1896,MUX,GIL,2021-01-26 06:38:22,2021-01-26 16:10:11,Turkish Airlines,Air-Bus,On-time
1897,ISB,MUX,2020-12-21 11:54:33,2020-12-22 00:05:46,Air Blue,Air-Bus,On-time
1898,KHI,MUX,2021-01-16 22:33:36,2021-01-17 06:53:42,Air Blue,Air-Bus,On-time
1900,KHI,LHE,2021-01-29 20:58:28,2021-01-30 12:45:09,British Airways,Air-Bus,On-time
1903,BHV,PEW,2020-12-13 18:30:03,2020-12-14 17:26:32,Thai Airways,Air-Bus,On-time
1906,GWD,GRT,2020-12-10 05:31:28,2020-12-10 22:27:50,Emirates,Air-Bus,On-time
1907,GIL,PEW,2020-12-08 06:33:07,2020-12-08 22:49:39,Air Blue,Air-Bus,On-time
1908,ISB,MUX,2021-01-14 19:56:30,2021-01-15 15:21:08,British Airways,Air-Bus,On-time
1910,KHI,GIL,2020-12-15 20:38:53,2020-12-16 05:25:13,Gulf Air,Air-Bus,On-time
1911,MUX,MUX,2021-01-01 13:59:08,2021-01-02 00:08:55,Air China,Air-Bus,On-time
1915,BHV,MUX,2020-12-07 05:04:32,2020-12-07 08:12:30,Singapore Airlines,Air-Bus,On-time
1917,PEW,BHV,2021-01-28 14:46:39,2021-01-29 03:13:04,American Airlines,Air-Bus,On-time
192,UET,ISB,2020-12-25 23:35:37,2020-12-26 21:07:31,United Airlines,Air-Bus,On-time
1920,GIL,ISB,2020-12-20 16:20:22,2020-12-21 10:09:23,Air China,Air-Bus,On-time
1923,GWD,GWD,2020-12-14 11:03:46,2020-12-15 03:01:35,Air France,Air-Bus,On-time
1927,GWD,KHI,2020-12-27 07:18:42,2020-12-28 05:08:36,Virgin Austrailia,Air-Bus,On-time
1929,LHE,GIL,2021-01-04 08:09:14,2021-01-04 23:50:44,Air China,Air-Bus,On-time
